id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,class
10,0.653119207,0.890324424,0.765271484,0.560015556,0.749222549,0.478332257,0.302791732,0.617788087,0.144400075,0.517059148,0.215563971,0.904100973,0.166071278,0.620854408,0.384828814,0.796710896,0.083224927,0.14630948,0.076995365,0.126778936,0.808150666,0.35775897,0.521695403,0.232308494,0.951391306,0.359829047,0.326750857,0.166753732,0.572098198,0.915968527,0.091211976,0.851847277,0.271402952,0.655833648,0.719256437,0.028493819,0.039195518,0.813549858,0.094362964,0.545895817,0.52115657,0.106756845,0.078436316,0.191060899,0.473297942,0.710072651,0.799180718,0.772126582,0.421478187,0.200570392,0.401408563,0.661408726,0.234342793,0.337890372,0.060064114,0.955300232,0.449052164,0.518001469,0.189586137,0.585944041,2.817089061
11,0.622331596,0.24843875,0.900251087,0.955820998,0.7036284,0.135728377,0.798698104,0.123592684,0.216794612,0.669895095,0.932076048,0.611387193,0.67641425,0.610549989,0.089954308,0.213887575,0.385297975,0.327659845,0.56347773,0.00125398,0.217438548,0.085262935,0.066850989,0.036639942,0.95103549,0.82992692,0.658465334,0.394423541,0.084308262,0.183145254,0.539579792,0.961117124,0.51304742,0.283365165,0.738314873,0.281878385,0.587397856,0.272754111,0.21328909,0.500264061,0.712089058,0.337661985,0.310555715,0.191160073,0.736466278,0.698522659,0.316357689,0.336396637,0.123770796,0.89341617,0.260614033,0.18734362,0.262341598,0.173824049,0.3099858,0.188353488,0.969071722,0.401186949,0.840481301,0.650481401,2.334656534
12,0.037522091,0.650715114,0.840933723,0.513828573,0.027043399,0.389172007,0.134267203,0.010516184,0.335206773,0.782504181,0.569849882,0.117482119,0.246579035,0.131177827,0.563960974,0.687931098,0.858841612,0.627518453,0.544813875,0.856369901,0.670326638,0.728911673,0.803184026,0.19317464,0.993141959,0.373847394,0.431490899,0.36066782,0.134512581,0.764403532,0.428228979,0.990458044,0.113149615,0.406365488,0.510476132,0.745799552,0.776215289,0.585615707,0.564973371,0.225973626,0.725118279,0.682541002,0.485961797,0.338748319,0.19345974,0.583455917,0.378345804,0.749981597,0.364455524,0.964633036,0.993410891,0.411406833,0.146204299,0.2867552,0.213079741,0.548108546,0.059530145,0.428249508,0.790252038,0.187202614,1.632428555
13,0.300624682,0.765535892,0.100651615,0.434309038,0.925245037,0.828498169,0.757750282,0.746766895,0.392061082,0.221509189,0.853114499,0.543412169,0.473704812,0.084432314,0.786619561,0.363785852,0.562032821,0.124253367,0.863656834,0.108173872,0.195391679,0.794841718,0.489999329,0.510965314,0.305318609,0.000600762,0.000910508,0.617617574,0.58708561,0.85699641,0.87628957,0.303019591,0.555026036,0.347842365,0.229390694,0.591371315,0.260853717,0.416398341,0.685637235,0.731974554,0.54842287,0.601457297,0.484013717,0.480160676,0.249487627,0.079506477,0.102591922,0.220728729,0.789087843,0.543813536,0.687230262,0.258335226,0.218977727,0.671612088,0.705699668,0.309888176,0.388020339,0.76212625,0.768140848,0.11623227,1.440300331
14,0.90338153,0.856980999,0.370954647,0.098072369,0.680937628,0.646105858,0.400898221,0.885895776,0.194990083,0.842656393,0.173774648,0.347017784,0.0134569,0.478070969,0.139103916,0.457147346,0.804835982,0.284082066,0.109759154,0.227524216,0.076402934,0.352507443,0.788075116,0.851298088,0.85251653,0.749046058,0.349801434,0.822569822,0.861541732,0.042919156,0.807732682,0.535065124,0.167603142,0.324440146,0.275193652,0.518346198,0.991388537,0.227731727,0.513127233,0.779275765,0.588935583,0.771638256,0.47728763,0.731360487,0.471499912,0.489110638,0.440913776,0.820197045,0.973733236,0.190910684,0.567080095,0.625729051,0.835069718,0.241403781,0.838951169,0.88072274,0.316393922,0.133396209,0.498359313,0.291986265,2.889133636
15,0.870728217,0.049729308,0.256791036,0.799709321,0.079887953,0.378607922,0.163674966,0.647172004,0.287680495,0.324037917,0.989628506,0.159598023,0.250470141,0.199025304,0.75244722,0.128463375,0.358995065,0.132629433,0.357400569,0.4566122,0.789130808,0.544868983,0.642276664,0.976427194,0.912091662,0.855016263,0.929139372,0.128483902,0.932386586,0.790821176,0.474944739,0.579084955,0.278372299,0.055063854,0.380791619,0.032977342,0.305178942,0.747338196,0.020470789,0.357897908,0.831820507,0.453222917,0.496725886,0.989015628,0.779245467,0.834016026,0.66128432,0.259926031,0.974100519,0.23942434,0.27612948,0.423826473,0.798255691,0.160631065,0.470353441,0.466699739,0.131797634,0.732156307,0.7842627,0.67392261,2.674047654
16,0.643695307,0.841171897,0.027397556,0.886616888,0.690126758,0.806471519,0.140753295,0.549192361,0.316604411,0.227711561,0.989904894,0.389197924,0.574909473,0.243500327,0.102224476,0.226677934,0.374882331,0.287711733,0.277158987,0.14084042,0.188785737,0.254793886,0.109596262,0.357183529,0.127086567,0.352755567,0.007437597,0.426815998,0.334249406,0.439182079,0.885141116,0.258360226,0.839401649,0.499978292,0.117298317,0.889082233,0.912214055,0.138053118,0.174633521,0.796845196,0.326439293,0.430573103,0.203240194,0.566563252,0.076125948,0.631498971,0.307187894,0.811655437,0.147844548,0.45744026,0.187382944,0.961123171,0.963888523,0.517900055,0.260283509,0.519446386,0.337726297,0.906531653,0.849749764,0.399538272,2.126441273
17,0.585382843,0.435142051,0.770664616,0.937510105,0.605406892,0.38822524,0.494796768,0.46905145,0.720906922,0.756382935,0.48219292,0.3236866,0.154068035,0.967297219,0.382952461,0.477938357,0.726363351,0.899043546,0.362564371,0.67322782,0.343102381,0.653053983,0.148261318,0.009393344,0.345640297,0.789159417,0.846426326,0.423571979,0.554943002,0.452822945,0.23169096,0.533680219,0.763187328,0.30543963,0.659973993,0.031174425,0.995672371,0.741226499,0.151099365,0.146959713,0.749582101,0.942372206,0.308124303,0.738630767,0.620818269,0.358976618,0.841490013,0.651717086,0.178641877,0.893582766,0.595941295,0.52676386,0.553411182,0.099513648,0.562302637,0.633402648,0.799718117,0.48143151,0.101399191,0.64788382,2.635606965
18,0.238468334,0.241241928,0.722585211,0.952305153,0.269185112,0.137263537,0.241257631,0.774381393,0.432637744,0.526285428,0.291594876,0.195972781,0.075182224,0.445185748,0.445841984,0.472925854,0.864529219,0.87280429,0.608068754,0.893730958,0.819564489,0.2492275,0.605323562,0.988325153,0.900778497,0.403638062,0.088408729,0.952078646,0.382895494,0.784148916,0.355634241,0.580117997,0.219097266,0.539636473,0.442681561,0.504930715,0.23372241,0.335268438,0.677031134,0.826360493,0.762349667,0.128936275,0.995318438,0.459568871,0.006281636,0.681743027,0.026121311,0.825175496,0.873484165,0.425517695,0.136350914,0.310576544,0.015467507,0.81928831,0.55219776,0.477304005,0.324150583,0.902066425,0.630486864,0.956638185,2.119799047
19,0.876365665,0.838207306,0.609185087,0.428552745,0.986067796,0.785772663,0.259908981,0.958698427,0.475537212,0.393419584,0.729210015,0.6953804,0.872302192,0.723783711,0.416946542,0.547135107,0.474340696,0.442580549,0.282616161,0.954538026,0.629512991,0.774491226,0.926088133,0.270136628,0.425017766,0.168760263,0.545614703,0.254900475,0.82537866,0.822215351,0.190930271,0.854918125,0.091670753,0.387039267,0.661662076,0.575697682,0.938069012,0.006195064,0.811470719,0.56791256,0.049677832,0.676861358,0.420058768,0.704422942,0.100456676,0.110148354,0.924225161,0.954359762,0.082037717,0.430001775,0.494967263,0.789441967,0.110196266,0.542423094,0.618877067,0.452123826,0.884232539,0.899405662,0.663580532,0.58711808,2.476048322
20,0.551412888,0.120480434,0.299065913,0.834592768,0.309527761,0.877705068,0.935224623,0.425169367,0.631868228,0.107543312,0.685350849,0.577424616,0.349142666,0.243573344,0.080319899,0.228209728,0.813147481,0.365783375,0.55045367,0.746390924,0.342222657,0.619965195,0.680541915,0.483587944,0.467935576,0.256572109,0.75379995,0.656362379,0.447992578,0.95823554,0.871554679,0.699719539,0.63663745,0.439191348,0.248970319,0.846825954,0.642859006,0.092392134,0.134811792,0.401907282,0.51122015,0.770030517,0.815429336,0.085261559,0.863726309,0.145401574,0.995967894,0.105580284,0.017234345,0.065430071,0.371194648,0.529720707,0.853262023,0.48376484,0.100929812,0.57543584,0.795470889,0.854691898,0.642197984,0.943234673,2.536665689
21,0.839574477,0.027375432,0.678098287,0.742673392,0.053886066,0.591229197,0.512913244,0.376396607,0.136878523,0.94898487,0.890513589,0.706881277,0.222504626,0.235061287,0.4375705,0.336795706,0.179403271,0.876202688,0.06395746,0.966168592,0.776354005,0.581700859,0.70544224,0.723642281,0.284707767,0.48115853,0.437292522,0.872136532,0.063779754,0.457815283,0.087361991,0.198238286,0.643733658,0.853627793,0.234675054,0.109877013,0.04900878,0.972403324,0.330357752,0.03762203,0.085534699,0.893712028,0.800071869,0.167322077,0.859182295,0.048474636,0.743089558,0.664496973,0.46367556,0.594632389,0.564879162,0.253028318,0.974847561,0.484799724,0.100658486,0.438412209,0.940367401,0.163982786,0.514710123,0.531788855,2.745562831
22,0.327768227,0.70992749,0.476557899,0.868185621,0.390707166,0.256291038,0.091606211,0.660981085,0.551306686,0.636463894,0.202989477,0.663239742,0.863689868,0.642194314,0.107920888,0.972100224,0.773738352,0.965357073,0.55121843,0.788550768,0.939160978,0.123268349,0.907836238,0.392980965,0.888206655,0.802164933,0.614730834,0.849562469,0.430914624,0.373186716,0.488859576,0.601603261,0.888683891,0.24021168,0.960800273,0.407216759,0.457266375,0.717918876,0.154945163,0.573461043,0.330847871,0.56531793,0.136561144,0.441432999,0.035103296,0.425830957,0.417000224,0.894412585,0.213445382,0.903899363,0.901833807,0.951668084,0.155257702,0.232575356,0.955826236,0.270881968,0.619497622,0.586656861,0.117453568,0.020343971,1.445352137
23,0.73905392,0.753776575,0.275778578,0.21691005,0.017886591,0.96315295,0.285327964,0.0424081,0.569326754,0.735124076,0.557808526,0.343514816,0.323621991,0.30580034,0.613640707,0.03082994,0.429346067,0.390246899,0.93724104,0.514745133,0.521830375,0.024015071,0.647235634,0.986772834,0.469020241,0.328889392,0.380105865,0.682383548,0.652217108,0.694859653,0.776339225,0.827400149,0.688897627,0.327408101,0.246285012,0.845749482,0.896634263,0.279441816,0.90320707,0.813673546,0.236028019,0.223388401,0.70383955,0.421485172,0.890981773,0.141524502,0.703330146,0.291225875,0.111431866,0.002232313,0.025431911,0.945815235,0.07982587,0.941485801,0.264201519,0.674797513,0.037776617,0.327402442,0.315236532,0.923044399,3.071503904
24,0.900547321,0.061991996,0.094101853,0.495734001,0.57967043,0.635286337,0.843725578,0.12774174,0.588752718,0.47023441,0.233599262,0.009525497,0.381901018,0.21611551,0.83971542,0.526431483,0.301418707,0.19803842,0.718504531,0.415381572,0.16820139,0.360238377,0.60768991,0.444545296,0.757303963,0.20630621,0.166683298,0.967906982,0.256922406,0.207791856,0.173751611,0.986850676,0.975170956,0.586601154,0.526330204,0.295277361,0.469837049,0.575169194,0.904636588,0.362786562,0.73299119,0.33228563,0.477506287,0.370450968,0.081677243,0.102073004,0.616938497,0.30705763,0.351568999,0.088586203,0.551410823,0.672221831,0.670707993,0.001407876,0.197680888,0.500299088,0.174405089,0.401674211,0.007033805,0.248158704,2.528926884
25,0.452531514,0.000517303,0.22713142,0.714501523,0.199517348,0.484820823,0.241437865,0.800629157,0.666401773,0.752161986,0.878400711,0.998805609,0.661318808,0.929203734,0.259195302,0.858490273,0.335631296,0.817135575,0.528958297,0.283866405,0.281286742,0.463638754,0.958028604,0.755338468,0.591309056,0.28376832,0.13542436,0.215313118,0.887723839,0.875803082,0.460764474,0.979028666,0.753672602,0.507651325,0.417448126,0.418919031,0.010789538,0.027511146,0.019951368,0.299285935,0.933455844,0.600104993,0.38677948,0.919458432,0.305550689,0.313365285,0.752647045,0.623336782,0.034854492,0.94508963,0.450704006,0.519674696,0.001993558,0.163606177,0.027963341,0.953416047,0.616461247,0.94117013,0.304827025,0.25657504,2.036469054
26,0.159272055,0.239346118,0.869717096,0.248386424,0.717430837,0.210006037,0.923183995,0.185879603,0.315730245,0.654285053,0.884206465,0.432091421,0.562119815,0.018268612,0.0807559,0.616669463,0.214180004,0.183479037,0.422750124,0.137841586,0.493660259,0.03656058,0.734395011,0.366575434,0.202528196,0.050343912,0.78717247,0.15641815,0.654473375,0.454779543,0.421038677,0.30961578,0.801579857,0.486021228,0.030992476,0.06216318,0.471653388,0.967514731,0.372665749,0.886078474,0.015492528,0.067563846,0.010626767,0.10196451,0.350328792,0.779148946,0.168577111,0.092759478,0.504880869,0.272645613,0.96304844,0.397952667,0.894642733,0.778909521,0.211041092,0.806967809,0.335114296,0.904625116,0.814037196,0.315441708,1.755402982
27,0.01508899,0.967150874,0.794959063,0.330394238,0.1779937,0.23062995,0.519232091,0.939071657,0.76978402,0.785242329,0.958223069,0.326507439,0.434238775,0.51929371,0.115387945,0.696998861,0.602892961,0.634833625,0.604330207,0.004907302,0.37430575,0.547956165,0.967702213,0.585008085,0.571340585,0.374979181,0.877171768,0.845316887,0.830939988,0.798256468,0.221411581,0.194744432,0.625119744,0.284934296,0.8507751,0.878162146,0.990697869,0.24115893,0.105126966,0.084824999,0.70184793,0.957781346,0.997104933,0.465272968,0.927890549,0.025917898,0.893327741,0.72433257,0.757252353,0.673107988,0.148028961,0.789301181,0.777996214,0.290557867,0.013510107,0.37715114,0.756696013,0.57994278,0.175986311,0.534068539,1.72085335
28,0.871249402,0.061183873,0.655872416,0.153463034,0.408985674,0.598118071,0.774374254,0.109186532,0.15740919,0.920661183,0.86377083,0.149611673,0.197450215,0.585617157,0.208211887,0.052107309,0.592578924,0.158005691,0.455342382,0.816912692,0.4839632,0.151583335,0.201550748,0.512918631,0.904212997,0.725837143,0.012200316,0.281282862,0.557162581,0.980966824,0.176878212,0.304815376,0.461842718,0.622522486,0.95970193,0.913617447,0.395976272,0.770183362,0.340952299,0.064092632,0.078936152,0.151654835,0.055713178,0.997181627,0.154928629,0.779473295,0.173021778,0.411791236,0.756241504,0.767749156,0.191853626,0.519581128,0.02571097,0.143400048,0.283015012,0.476382275,0.744663053,0.110039673,0.537640283,0.558657022,2.838590641
29,0.966492637,0.782782769,0.138722337,0.414410021,0.746225142,0.721654618,0.8851541,0.957974464,0.356802544,0.31934725,0.928845069,0.392854225,0.445368058,0.981726744,0.192274394,0.463219855,0.56055756,0.715083769,0.24017946,0.59153536,0.258050418,0.466107568,0.430981344,0.563763695,0.839911778,0.147330742,0.088338738,0.306364122,0.825900926,0.532672223,0.492282419,0.269793997,0.240391331,0.346578075,0.289843432,0.302812654,0.415814364,0.172243484,0.79793965,0.814712463,0.674184692,0.823684781,0.081862799,0.587686027,0.297673328,0.926067937,0.646951467,0.523948644,0.104365774,0.334073983,0.573504745,0.803770703,0.552610534,0.409788825,0.878345755,0.838213375,0.004624132,0.156293019,0.934766683,0.177961777,2.816189223
30,0.148435781,0.930622149,0.202284943,0.185855434,0.761761054,0.602388595,0.130097057,0.038560498,0.060408723,0.371529061,0.346483904,0.730607122,0.866238273,0.225752955,0.534492858,0.313100657,0.465578593,0.019127357,0.08824605,0.646030269,0.408903386,0.237474514,0.185207627,0.533878575,0.404209774,0.406716643,0.529258889,0.731305612,0.052682823,0.629341585,0.293653414,0.588159489,0.992238162,0.537675886,0.410322766,0.661910617,0.697628457,0.226932758,0.519211619,0.02587188,0.36192981,0.233368994,0.918412104,0.746707681,0.714702388,0.45426914,0.210680457,0.409000268,0.945944112,0.625547421,0.107248426,0.049404048,0.049483849,0.504820304,0.026737273,0.555404858,0.112274311,0.199847374,0.439161025,0.585355009,2.185588065
31,0.874400289,0.737939524,0.810542554,0.78333015,0.46839015,0.140511264,0.929175836,0.352374115,0.151273308,0.057976968,0.670194684,0.859175988,0.635604953,0.417446907,0.251950288,0.825493503,0.154521758,0.314732548,0.840672226,0.921721204,0.377748106,0.911269696,0.697263077,0.848350378,0.192361087,0.520537111,0.691468112,0.995343023,0.05980607,0.64901522,0.191882603,0.704511982,0.35835199,0.555190834,0.451138862,0.122621027,0.455341901,0.152464491,0.159270076,0.718115902,0.396263896,0.188574559,0.057688512,0.794504859,0.260356563,0.442717553,0.259469578,0.883364486,0.265793131,0.00981198,0.851350635,0.109289714,0.998056409,0.421599695,0.95542738,0.664332977,0.835258153,0.682478329,0.165963931,0.640340918,2.829120886
32,0.944148734,0.608248909,0.334496948,0.684574955,0.662046012,0.813893307,0.215730638,0.098134337,0.057956672,0.636402311,0.610413224,0.518005849,0.377950397,0.109162056,0.555622268,0.659854121,0.924338502,0.390790821,0.65353517,0.21022188,0.081975804,0.242199814,0.442163345,0.501111096,0.991322032,0.720699205,0.169840853,0.787213754,0.389022375,0.336390985,0.791130801,0.940362131,0.722480308,0.132715309,0.638108521,0.793963564,0.301445287,0.09668539,0.264058629,0.783111282,0.502453183,0.613567469,0.539951248,0.459639137,0.122247291,0.934460751,0.930301842,0.340107359,0.464107979,0.10287403,0.909563841,0.716362821,0.11478765,0.789191685,0.313477942,0.900426935,0.942960071,0.72880119,0.918264933,0.653479978,3.014580829
33,0.397297619,0.342584065,0.508947944,0.866947104,0.680870432,0.188315827,0.211057129,0.104783357,0.561229706,0.563757466,0.865042785,0.794125225,0.370726069,0.826233741,0.35865298,0.243005401,0.327545574,0.498077388,0.318749854,0.379575134,0.426326462,0.63387399,0.688669158,0.022763966,0.362118103,0.523404891,0.669704578,0.912617002,0.29014638,0.808391355,0.784721003,0.109514521,0.062766738,0.386109815,0.107834831,0.542515015,0.326158969,0.171471326,0.753848289,0.087385046,0.642872231,0.730666874,0.547894596,0.582381954,0.715082046,0.696308039,0.830353739,0.257956818,0.585122159,0.909428992,0.272865602,0.679787157,0.692549083,0.211238548,0.381300604,0.445552121,0.982496884,0.922052136,0.132543256,0.591606444,1.977414976
34,0.672290475,0.597749528,0.698053129,0.299376005,0.965959186,0.602629041,0.55497591,0.431172359,0.295930699,0.705431481,0.802865808,0.790711005,0.908795111,0.224312668,0.51643717,0.603861751,0.154141823,0.416785669,0.324979544,0.728025469,0.594643335,0.917740932,0.94939686,0.866373132,0.602871119,0.382279845,0.995788146,0.666790047,0.65841971,0.203681891,0.143978846,0.543813594,0.507179955,0.024085607,0.189880089,0.532337227,0.598814952,0.13553534,0.045871213,0.087561879,0.47489457,0.996339276,0.489049102,0.085740346,0.18825578,0.117512803,0.192623845,0.83319568,0.705176807,0.858856554,0.935872036,0.310340228,0.307622892,0.437365166,0.891079096,0.264248795,0.959456425,0.08562413,0.344452277,0.420352862,2.334974852
35,0.703228106,0.227190364,0.235029494,0.903392895,0.781371585,0.179898854,0.814741833,0.277224912,0.354237793,0.945938258,0.668543707,0.702823945,0.136549879,0.786897433,0.238707456,0.11514107,0.532528384,0.578371871,0.213508831,0.825633797,0.610951571,0.984476015,0.118666151,0.618262811,0.586600004,0.664762094,0.710552824,0.528887908,0.862673369,0.202676345,0.407254963,0.79088585,0.244938341,0.312955227,0.566401041,0.14775012,0.576065197,0.883185017,0.673859098,0.193848219,0.315416654,0.229514441,0.069429402,0.905853906,0.958141328,0.187364794,0.664573042,0.502760575,0.004847215,0.138048293,0.0794517,0.463572779,0.492454451,0.411365095,0.695763297,0.284394905,0.288850934,0.043905004,0.149164991,0.505356706,2.463351792
36,0.140204709,0.96378497,0.343155177,0.256806524,0.566945872,0.837733051,0.777563522,0.781999657,0.026031139,0.71302405,0.400747047,0.922168223,0.666975197,0.314419162,0.349795097,0.46116676,0.153378647,0.87351632,0.970970764,0.076166742,9.65468E-06,0.307021156,0.507740919,0.792768459,0.673613163,0.08168996,0.545282093,0.089398728,0.018174628,0.252821515,0.147181445,0.46061403,0.17361215,0.972548503,0.181318151,0.909234581,0.988262173,0.343428399,0.218759751,0.878115522,0.922011615,0.542205906,0.968477493,0.778464714,0.943854007,0.509096034,0.182398494,0.734799858,0.353080121,0.552249395,0.356768225,0.883264685,0.349901074,0.957425351,0.571625869,0.642825575,0.612714496,0.066521494,0.926319755,0.974258902,2.532099134
