ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,class
10,0.833223338,0.15068505,0.270414838,0.100913948,0.497751633,0.272905382,0.665593918,0.69980176,0.82821955,0.403884467,0.840184076,0.886850021,0.444786112,0.508922961,0.910707831,0.188600301,0.333366107,0.018617931,0.530185042,0.203515324,0.72631069,0.81131231,0.591047852,0.578960192,0.581542097,0.726155068,0.023389415,0.889572533,0.683981779,0.935151393,0.989803882,0.483841416,0.362579359,0.666375854,0.995976237,0.732445613,0.178594541,0.539683401,0.053653631,0.671706467,0.206843974,0.457597149,0.643984107,0.576330175,0.74872566,0.102126881,0.011896918,0.875437839,0.295520126,0.533156759,0.269798606,0.926786911,0.289586582,0.2595816,0.729860307,0.090586528,0.315521172,0.655355385,0.964985744,0.540478393,0.066922242,0.992613234,0.502169215,0.636598597,0.577686202,0.273862101,0.010451158,0.927968578,0.345616832,0.385217129,0.590065969,0.739354221,0.112252845,0.673286185,0.31756657,0
11,0.667723995,0.372013226,0.413851995,0.206324559,0.12597372,0.234394358,0.650156957,0.424424636,0.038419799,0.909766607,0.349636068,0.195522346,0.551004561,0.703998121,0.485099231,0.98556431,0.130324478,0.27983957,0.696142964,0.60880266,0.315816058,0.989935645,0.28515349,0.717442697,0.507358063,0.954469284,0.002333613,0.238353064,0.910498848,0.107946255,0.713382801,0.82750361,0.788565255,0.429586676,0.308002074,0.54136505,0.248625628,0.713496501,0.537581384,0.706088595,0.903670258,0.95574557,0.155465756,0.360129419,0.606638353,0.758911456,0.762528726,0.462837201,0.481688287,0.662908665,0.945824824,0.542746664,0.034686449,0.595599371,0.168866429,0.443837517,0.164830096,0.140067601,0.51933455,0.745103864,0.185986596,0.162295087,0.249982371,0.220246343,0.645461866,0.875927678,0.142733478,0.829146745,0.688219031,0.900332195,0.70059378,0.257721489,0.441334758,0.075082505,0.139415704,0
12,0.538626976,0.52968745,0.631337822,0.317373857,0.898350859,0.808583067,0.095865766,0.363874965,0.573710538,0.46284164,0.174023186,0.894493721,0.692423896,0.997693994,0.716808001,0.791981668,0.710492014,0.237514208,0.931914173,0.022596955,0.384672217,0.466365875,0.434640271,0.664816939,0.526817239,0.171858972,0.727153363,0.856775361,0.057488722,0.871226446,0.787736474,0.500704507,0.73486961,0.248480985,0.615535991,0.180643794,0.139116897,0.350756966,0.019709071,0.236981676,0.533317598,0.542966771,0.049575304,0.445037249,0.790578636,0.96236513,0.867870717,0.629833222,0.786474932,0.570327174,0.828996561,0.955609711,0.013039186,0.445055584,0.399142742,0.551260512,0.936055188,0.325541484,0.66046872,0.968411833,0.886561245,0.784286037,0.70720572,0.997361794,0.07112207,0.980253558,0.765952362,0.336917418,0.481377839,0.417155007,0.63455098,0.195495804,0.831329345,0.04994979,0.706649152,1
13,0.919182227,0.795850783,0.217131958,0.423732654,0.611188796,0.004774362,0.068450735,0.398287336,0.998745261,0.788045093,0.450177525,0.198824997,0.87662929,0.860060464,0.421420475,0.593775713,0.324555112,0.121235818,0.684931223,0.042813476,0.163588396,0.567364729,0.229571994,0.145116506,0.957112667,0.022688212,0.183128494,0.145408894,0.960610578,0.921406035,0.994280661,0.568166973,0.083699785,0.022809333,0.060045725,0.775377824,0.004956153,0.576386803,0.259238134,0.65955825,0.797011933,0.661524327,0.712986251,0.352457131,0.508524239,0.849413266,0.18675793,0.623908493,0.789968383,0.847826934,0.34519785,0.300712059,0.12084344,0.585588673,0.489816562,0.279760466,0.260706059,0.035530024,0.292067022,0.752822008,0.085461638,0.993968949,0.25234786,0.475436023,0.689914425,0.648199389,0.195382359,0.573632799,0.504337332,0.993908377,0.938152573,0.964489463,0.023502202,0.027436393,0.949328143,0
14,0.655775692,0.367005099,0.241932883,0.674752947,0.288600839,0.573908591,0.791882679,0.451741457,0.023395119,0.908822959,0.80150148,0.401906017,0.780705457,0.014882055,0.342717887,0.03969327,0.27816411,0.77202012,0.194453023,0.890369298,0.278682957,0.145617235,0.005483417,0.012192536,0.132176259,0.456905999,0.814925337,0.088599486,0.390368806,0.187750972,0.218977788,0.853685894,0.972643987,0.609825661,0.194623748,0.837546673,0.052859332,0.01294891,0.33772158,0.464680062,0.065030124,0.886489613,0.598923571,0.514928851,0.296823399,0.163317917,0.594841109,0.594211947,0.098844752,0.03221132,0.421251434,0.118545718,0.938921026,0.349423521,0.373059271,0.183199029,0.266397397,0.31606988,0.523288822,0.143038483,0.96041612,0.356594269,0.675244718,0.35241572,0.250142308,0.074735819,0.686049715,0.696472249,0.548817549,0.277272054,0.629255645,0.838697744,0.424008252,0.651160065,0.132045379,1
15,0.328924247,0.684279363,0.078255496,0.802453402,0.896498483,0.374557108,0.709625962,0.999438393,0.954196961,0.702943772,0.552584397,0.130854152,0.463442572,0.487830077,0.815936334,0.766368213,0.720509692,0.908617831,0.916413956,0.738462268,0.342935608,0.899767176,0.519890737,0.896128793,0.680253943,0.497549571,0.408172902,0.992632376,0.697024016,0.303067408,0.29294046,0.309787409,0.410944285,0.610460965,0.965359177,0.675608308,0.88874255,0.548221319,0.084450239,0.2473961,0.658999731,0.367823649,0.504795914,0.041834204,0.756957247,0.113311057,0.555207033,0.77301199,0.021775858,0.465993578,0.325377088,0.285983306,0.121083007,0.824106448,0.696045673,0.128255976,0.136732799,0.833047968,0.983739276,0.69387658,0.766212844,0.719358049,0.721727152,0.041681326,0.834401184,0.297695679,0.000732846,0.566279932,0.707913165,0.422979814,0.057803412,0.911490554,0.509715085,0.537886922,0.295821844,1
16,0.379728625,0.592265693,0.537947551,0.174202979,0.737062067,0.55184434,0.138240889,0.734489038,0.734377902,0.371262907,0.662042063,0.363942687,0.308844176,0.837760617,0.695454651,0.672436979,0.103396286,0.339148109,0.79222471,0.113884688,0.517908803,0.288832007,0.425385618,0.645698997,0.778045516,0.654589488,0.147360402,0.387081069,0.382426354,0.098930707,0.806081976,0.863745941,0.809113336,0.90455698,0.379258264,0.581000016,0.492811596,0.665585126,0.860936419,0.340656879,0.702822576,0.206752172,0.657523007,0.67518581,0.050969546,0.929420031,0.160908759,0.335054683,0.204600954,0.901830603,0.174558708,0.576622731,0.066824243,0.128356639,0.578645476,0.137446608,0.15304293,0.929440799,0.368419831,0.976404474,0.880448735,0.941150599,0.174040338,0.969030294,0.87576414,0.370905357,0.544820291,0.368011791,0.225276012,0.990088141,0.507778484,0.512762047,0.028034515,0.399737384,0.709883586,0
17,0.892563363,0.903852436,0.345367613,0.750246666,0.643025377,0.152185305,0.383027229,0.751936026,0.921650685,0.42002403,0.692174782,0.323366276,0.762226357,0.952193691,0.747507485,0.387269392,0.85353267,0.390990564,0.156140358,0.520450935,0.28495958,0.45132536,0.754852531,0.66850443,0.43689116,0.508358409,0.826919386,0.212299636,0.873678916,0.869268451,0.051737838,0.018088568,0.344073167,0.317080279,0.559167167,0.890068398,0.363149342,0.886943701,0.590352918,0.091949609,0.829557633,0.725557082,0.56747821,0.783323334,0.94790655,0.814427099,0.830930997,0.71224463,0.723512445,0.593601827,0.275550036,0.025578029,0.923639772,0.100851316,0.791257323,0.099773518,0.700838521,0.388287408,0.031265875,0.607811012,0.982557114,0.858614747,0.435020157,0.322265582,0.617117482,0.494665536,0.778575081,0.288871359,0.789610981,0.647032415,0.683754929,0.568598856,0.182116067,0.971071039,0.78206701,1
18,0.689473169,0.503218484,0.974690287,0.458263108,0.005398454,0.09043819,0.695862728,0.159031329,0.217888065,0.240822371,0.7337327,0.447806256,0.457949034,0.485941632,0.779972652,0.954605247,0.960377378,0.008354799,0.357416641,0.058166148,0.465978696,0.529716111,0.956347853,0.739461721,0.621853191,0.470611904,0.397096486,0.039473869,0.257182382,0.81431454,0.097114198,0.860423199,0.930952839,0.224458098,0.076446132,0.863888589,0.345917176,0.476568329,0.685201309,0.746182191,0.882243076,0.827544119,0.540194952,0.59537269,0.197396149,0.450969802,0.239350084,0.458365357,0.879728537,0.557277647,0.031469447,0.579391064,0.932556977,0.287541341,0.438937411,0.408690458,0.130384055,0.943687436,0.708345019,0.275803368,0.024717185,0.058672682,0.635478147,0.502800948,0.949076709,0.896585233,0.080289697,0.342002045,0.040547639,0.798912936,0.652730796,0.028189913,0.163045595,0.753254724,0.870549231,0
19,0.741893426,0.5154235,0.50998146,0.60245158,0.798128552,0.989108559,0.290363351,0.15082094,0.148578357,0.304365712,0.596422157,0.198071508,0.350205298,0.405285461,0.351497667,0.618125127,0.707089993,0.087028305,0.414573063,0.420142988,0.817354055,0.256510753,0.766559824,0.852240739,0.447196047,0.137336854,0.332071873,0.023254132,0.692269427,0.93444479,0.502254905,0.977704901,0.881749366,0.767543797,0.220552168,0.064451091,0.914131739,0.6622066,0.577041732,0.069562752,0.877768438,0.373449963,0.061821556,0.242829869,0.41466172,0.315253765,0.560389373,0.545902864,0.355609351,0.596488812,0.204154957,0.369551563,0.099304918,0.43692199,0.80569654,0.053582205,0.54126388,0.619935812,0.556428201,0.357976393,0.970608577,0.332052324,0.339580883,0.166766669,0.627698756,0.906697222,0.617379485,0.372576353,0.991063596,0.98929255,0.358395779,0.243600694,0.032874367,0.047505417,0.720185016,1
20,0.984609929,0.655926063,0.237391535,0.322400568,0.385179475,0.143967909,0.896886463,0.514990658,0.281026499,0.281586575,0.32954248,0.193014511,0.99248184,0.355280544,0.32329547,0.221270432,0.979189536,0.557144916,0.317908919,0.875008625,0.429403245,0.76029065,0.110764729,0.267286508,0.578343765,0.795683552,0.031731728,0.84218174,0.780181523,0.990930596,0.310595359,0.120601931,0.648867481,0.810131991,0.941234329,0.821577893,0.126650377,0.147999053,0.462645705,0.554949852,0.741709386,0.978701753,0.495146552,0.956480477,0.685541536,0.656478983,0.793222792,0.23128486,0.917591135,0.436662024,0.315716995,0.448223764,0.922690634,0.649024125,0.175613949,0.204682612,0.862887303,0.62014484,0.721465796,0.127691782,0.744367887,0.639013427,0.980571391,0.45966068,0.90793417,0.471536135,0.645036779,0.732109568,0.082826523,0.428540264,0.260304098,0.329532185,0.251969399,0.428338673,0.844002032,0
21,0.836795523,0.136587155,0.463320474,0.826262308,0.301638382,0.812580558,0.894806183,0.485775,0.001588333,0.804887403,0.148153481,0.110775464,0.152762104,0.316677897,0.486227771,0.074244344,0.466015285,0.147450905,0.408270124,0.937533712,0.834770252,0.94165064,0.045460187,0.020051353,0.300793087,0.769927484,0.955489883,0.496941308,0.876639484,0.488491698,0.17141226,0.047318981,0.23883917,0.125890453,0.457874765,0.845382327,0.93214857,0.545133154,0.974891728,0.380132476,0.036631565,0.063206024,0.626020038,0.448295928,0.625650747,0.614206369,0.830209303,0.118132664,0.038337104,0.290377905,0.318214693,0.827939557,0.023182306,0.978157796,0.427872769,0.355452255,0.028652419,0.073349401,0.34774224,0.359878583,0.860615178,0.796209919,0.386017158,0.270058843,0.99036776,0.5395077,0.59631285,0.165691436,0.464592928,0.427696023,0.378262385,0.624092026,0.508181994,0.402189464,0.101288264,1
22,0.747372189,0.020799696,0.18659834,0.033207181,0.22376737,0.130607295,0.955291107,0.649671509,0.180062867,0.99448708,0.208294369,0.831095756,0.514192107,0.850043416,0.11326101,0.465477372,0.674307018,0.374591575,0.883527506,0.470298275,0.558193935,0.192778481,0.336766264,0.08511608,0.925586963,0.493334912,0.567217027,0.185388766,0.725418491,0.352899849,0.492739128,0.618336945,0.768830221,0.606840847,0.868853124,0.358175016,0.354410293,0.967107257,0.359224582,0.40047939,0.372853714,0.530869012,0.95287477,0.444207833,0.645454422,0.720552707,0.715295963,0.022851242,0.216281008,0.568574398,0.875603007,0.036559366,0.605489195,0.588386161,0.568561611,0.082104366,0.626169327,0.47304095,0.745617522,0.463798171,0.167252937,0.642605259,0.55534862,0.549206823,0.416041774,0.149889231,0.429336647,0.972683166,0.645764364,0.728129928,0.187655328,0.72359862,0.733849901,0.898106687,0.540130767,0
23,0.966113001,0.898823868,0.453117088,0.678241424,0.031473888,0.020845256,0.505702531,0.974967354,0.578152339,0.659696888,0.652131239,0.297325202,0.692969046,0.680503892,0.714575387,0.774642711,0.613141438,0.204047832,0.538202471,0.33962892,0.384196636,0.291626952,0.310856792,0.08234249,0.725680016,0.343158091,0.238992378,0.545687572,0.937058745,0.398603348,0.787612463,0.229099306,0.415624032,0.118306429,0.640290116,0.717811466,0.001056971,0.489672277,0.220898318,0.342103985,0.957556722,0.069950444,0.037230857,0.221277288,0.875824953,0.024419897,0.881866393,0.531315842,0.057085957,0.569255715,0.367768306,0.763419083,0.865122142,0.704457447,0.120282344,0.048151053,0.43159209,0.353177295,0.417746383,0.925599391,0.112992744,0.073264224,0.506841908,0.788074929,0.953428078,0.447372456,0.179936644,0.709973319,0.138963486,0.283324555,0.848898011,0.033917407,0.066683521,0.356985008,0.772569607,1
24,0.02688776,0.555701024,0.288346823,0.140877047,0.625818709,0.835647823,0.881323931,0.638569165,0.554478386,0.365936565,0.676331733,0.741901059,0.05082205,0.832122938,0.31602339,0.098637289,0.416744603,0.495908416,0.035058559,0.941056221,0.562913977,0.71131695,0.33709696,0.638311651,0.663296804,0.612937247,0.545190845,0.576568657,0.741667925,0.341506283,0.0446846,0.956586662,0.934965723,0.615634437,0.31139609,0.61791214,0.706685724,0.090527599,0.708487857,0.098963787,0.096091608,0.939774159,0.69249885,0.573753746,0.59057731,0.222621639,0.708586153,0.064868343,0.186772102,0.068918881,0.650666163,0.204816132,0.912087528,0.220835996,0.943452434,0.054109119,0.852860652,0.810446168,0.007382219,0.6172253,0.847244405,0.50597618,0.087722328,0.801243605,0.16865425,0.446670771,0.98396506,0.706185036,0.205151882,0.541871166,0.534007874,0.663153403,0.370663893,0.467756475,0.547649415,0
25,0.166593213,0.421186496,0.963957264,0.068660372,0.424996085,0.276048185,0.990978598,0.861603758,0.649592755,0.64953382,0.97732997,0.264647432,0.665866115,0.742877733,0.505607455,0.008733143,0.623909858,0.367827922,0.229674196,0.081702897,0.707407654,0.359273924,0.482004991,0.817675454,0.928201196,0.436812009,0.337097636,0.796443037,0.258255278,0.323673005,0.531197465,0.958282958,0.926345774,0.590376073,0.108995297,0.786500435,0.582253321,0.833470044,0.99686615,0.72005514,0.879701572,0.644939936,0.26479027,0.00091472,0.849836019,0.527782862,0.068029511,0.780641959,0.087720399,0.626324324,0.995083588,0.167692695,0.107692,0.158623503,0.519025098,0.446076564,0.587674217,0.080706888,0.513207719,0.56006418,0.793279355,0.087932514,0.670931734,0.504399152,0.22318203,0.865760157,0.828385375,0.316977235,0.338870439,0.412701125,0.472575644,0.608666449,0.101320489,0.086420185,0.882077597,0
26,0.702354247,0.421006616,0.95028219,0.639342031,0.722302185,0.565734776,0.841803505,0.720015228,0.276368698,0.780648035,0.314643551,0.146500115,0.082114858,0.613753665,0.119047458,0.500343666,0.917425701,0.431881955,0.918841798,0.270625985,0.004269013,0.759669183,0.784148186,0.148558519,0.9019264,0.76631162,0.68886801,0.288722284,0.661670547,0.803785421,0.81823208,0.056018212,0.07478281,0.4043547,0.18149998,0.471751305,0.88890887,0.062355102,0.582499681,0.067948487,0.088770668,0.051912969,0.29759813,0.360403891,0.199528446,0.037335258,0.657532928,0.792198997,0.521545258,0.284512939,0.840109148,0.247928623,0.203079233,0.236229401,0.304844426,0.281958788,0.381690749,0.358364038,0.447190857,0.379279447,0.973639295,0.275979042,0.167384905,0.111350372,0.300773892,0.060429921,0.038106584,0.461748189,0.423949363,0.544253565,0.941203228,0.410268103,0.696599359,0.072006893,0.477315526,1
27,0.83255696,0.918315383,0.238925218,0.526702594,0.350181876,0.261343097,0.596211804,0.432541116,0.222127344,0.375275786,0.973116121,0.231262338,0.820461562,0.133222715,0.949057028,0.814748958,0.479716111,0.870610079,0.180764547,0.751381962,0.817134428,0.075379324,0.901360751,0.089760181,0.034347909,0.155230073,0.863161797,0.416778039,0.823240098,0.240913997,0.564797578,0.511386333,0.58018944,0.352980985,0.282357502,0.259096061,0.885967695,0.151401713,0.272074221,0.353682801,0.253892697,0.292462508,0.210656468,0.32181531,0.997191576,0.464272493,0.467987312,0.685869384,0.589583665,0.012788983,0.156887356,0.71469647,0.900692076,0.433607644,0.759560028,0.052559109,0.685901805,0.853817691,0.069637641,0.575521961,0.511698568,0.155905086,0.751912978,0.327107126,0.517299779,0.853426309,0.234794251,0.665224534,0.161463776,0.736338709,0.828593695,0.838241576,0.804729243,0.478377474,0.014367076,1
28,0.655649353,0.104752684,0.123951457,0.398657633,0.26840228,0.63667018,0.675799482,0.077016073,0.17672654,0.12868215,0.285473269,0.711671745,0.515141316,0.933533964,0.087420555,0.369045933,0.134557212,0.861907281,0.220237136,0.415537677,0.823260384,0.899568754,0.010843943,0.312762475,0.255802896,0.613084751,0.993310594,0.493093478,0.815171619,0.010590197,0.149774598,0.111641931,0.471528966,0.284459629,0.380454782,0.100492378,0.84551191,0.127633413,0.572436845,0.081736821,0.177750949,0.310690432,0.607102474,0.324519229,0.957700192,0.3776663,0.758102375,0.643578545,0.520659286,0.510957181,0.469638676,0.896252285,0.837272527,0.99662921,0.074494757,0.023500084,0.999581125,0.975492647,0.464851192,0.589927535,0.48177243,0.884223754,0.612737757,0.502100496,0.265279265,0.722425838,0.853424466,0.192855947,0.836231392,0.210466585,0.659689672,0.191987806,0.511995889,0.709050543,0.440026115,1
