id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,class
16,0.643695307,0.841171897,0.027397556,0.886616888,0.690126758,0.806471519,0.140753295,0.549192361,0.316604411,0.227711561,0.989904894,0.389197924,0.574909473,0.243500327,0.102224476,0.226677934,0.374882331,0.287711733,0.277158987,0.14084042,0.188785737,0.254793886,0.109596262,0.357183529,0.127086567,0.352755567,0.007437597,0.426815998,0.334249406,0.439182079,-0.226002961
17,0.585382843,0.435142051,0.770664616,0.937510105,0.605406892,0.38822524,0.494796768,0.46905145,0.720906922,0.756382935,0.48219292,0.3236866,0.154068035,0.967297219,0.382952461,0.477938357,0.726363351,0.899043546,0.362564371,0.67322782,0.343102381,0.653053983,0.148261318,0.009393344,0.345640297,0.789159417,0.846426326,0.423571979,0.554943002,0.452822945,-0.812181064
18,0.238468334,0.241241928,0.722585211,0.952305153,0.269185112,0.137263537,0.241257631,0.774381393,0.432637744,0.526285428,0.291594876,0.195972781,0.075182224,0.445185748,0.445841984,0.472925854,0.864529219,0.87280429,0.608068754,0.893730958,0.819564489,0.2492275,0.605323562,0.988325153,0.900778497,0.403638062,0.088408729,0.952078646,0.382895494,0.784148916,0.159371886
19,0.876365665,0.838207306,0.609185087,0.428552745,0.986067796,0.785772663,0.259908981,0.958698427,0.475537212,0.393419584,0.729210015,0.6953804,0.872302192,0.723783711,0.416946542,0.547135107,0.474340696,0.442580549,0.282616161,0.954538026,0.629512991,0.774491226,0.926088133,0.270136628,0.425017766,0.168760263,0.545614703,0.254900475,0.82537866,0.822215351,-0.338874512
20,0.551412888,0.120480434,0.299065913,0.834592768,0.309527761,0.877705068,0.935224623,0.425169367,0.631868228,0.107543312,0.685350849,0.577424616,0.349142666,0.243573344,0.080319899,0.228209728,0.813147481,0.365783375,0.55045367,0.746390924,0.342222657,0.619965195,0.680541915,0.483587944,0.467935576,0.256572109,0.75379995,0.656362379,0.447992578,0.95823554,0.029013865
21,0.839574477,0.027375432,0.678098287,0.742673392,0.053886066,0.591229197,0.512913244,0.376396607,0.136878523,0.94898487,0.890513589,0.706881277,0.222504626,0.235061287,0.4375705,0.336795706,0.179403271,0.876202688,0.06395746,0.966168592,0.776354005,0.581700859,0.70544224,0.723642281,0.284707767,0.48115853,0.437292522,0.872136532,0.063779754,0.457815283,-0.425412033
22,0.327768227,0.70992749,0.476557899,0.868185621,0.390707166,0.256291038,0.091606211,0.660981085,0.551306686,0.636463894,0.202989477,0.663239742,0.863689868,0.642194314,0.107920888,0.972100224,0.773738352,0.965357073,0.55121843,0.788550768,0.939160978,0.123268349,0.907836238,0.392980965,0.888206655,0.802164933,0.614730834,0.849562469,0.430914624,0.373186716,-1.383772985
23,0.73905392,0.753776575,0.275778578,0.21691005,0.017886591,0.96315295,0.285327964,0.0424081,0.569326754,0.735124076,0.557808526,0.343514816,0.323621991,0.30580034,0.613640707,0.03082994,0.429346067,0.390246899,0.93724104,0.514745133,0.521830375,0.024015071,0.647235634,0.986772834,0.469020241,0.328889392,0.380105865,0.682383548,0.652217108,0.694859653,1.274356246
24,0.900547321,0.061991996,0.094101853,0.495734001,0.57967043,0.635286337,0.843725578,0.12774174,0.588752718,0.47023441,0.233599262,0.009525497,0.381901018,0.21611551,0.83971542,0.526431483,0.301418707,0.19803842,0.718504531,0.415381572,0.16820139,0.360238377,0.60768991,0.444545296,0.757303963,0.20630621,0.166683298,0.967906982,0.256922406,0.207791856,0.25306839
25,0.452531514,0.000517303,0.22713142,0.714501523,0.199517348,0.484820823,0.241437865,0.800629157,0.666401773,0.752161986,0.878400711,0.998805609,0.661318808,0.929203734,0.259195302,0.858490273,0.335631296,0.817135575,0.528958297,0.283866405,0.281286742,0.463638754,0.958028604,0.755338468,0.591309056,0.28376832,0.13542436,0.215313118,0.887723839,0.875803082,0.34279814
26,0.159272055,0.239346118,0.869717096,0.248386424,0.717430837,0.210006037,0.923183995,0.185879603,0.315730245,0.654285053,0.884206465,0.432091421,0.562119815,0.018268612,0.0807559,0.616669463,0.214180004,0.183479037,0.422750124,0.137841586,0.493660259,0.03656058,0.734395011,0.366575434,0.202528196,0.050343912,0.78717247,0.15641815,0.654473375,0.454779543,-0.004331587
27,0.01508899,0.967150874,0.794959063,0.330394238,0.1779937,0.23062995,0.519232091,0.939071657,0.76978402,0.785242329,0.958223069,0.326507439,0.434238775,0.51929371,0.115387945,0.696998861,0.602892961,0.634833625,0.604330207,0.004907302,0.37430575,0.547956165,0.967702213,0.585008085,0.571340585,0.374979181,0.877171768,0.845316887,0.830939988,0.798256468,0.048195245
28,0.871249402,0.061183873,0.655872416,0.153463034,0.408985674,0.598118071,0.774374254,0.109186532,0.15740919,0.920661183,0.86377083,0.149611673,0.197450215,0.585617157,0.208211887,0.052107309,0.592578924,0.158005691,0.455342382,0.816912692,0.4839632,0.151583335,0.201550748,0.512918631,0.904212997,0.725837143,0.012200316,0.281282862,0.557162581,0.980966824,-0.533117165
29,0.966492637,0.782782769,0.138722337,0.414410021,0.746225142,0.721654618,0.8851541,0.957974464,0.356802544,0.31934725,0.928845069,0.392854225,0.445368058,0.981726744,0.192274394,0.463219855,0.56055756,0.715083769,0.24017946,0.59153536,0.258050418,0.466107568,0.430981344,0.563763695,0.839911778,0.147330742,0.088338738,0.306364122,0.825900926,0.532672223,0.156642874
30,0.148435781,0.930622149,0.202284943,0.185855434,0.761761054,0.602388595,0.130097057,0.038560498,0.060408723,0.371529061,0.346483904,0.730607122,0.866238273,0.225752955,0.534492858,0.313100657,0.465578593,0.019127357,0.08824605,0.646030269,0.408903386,0.237474514,0.185207627,0.533878575,0.404209774,0.406716643,0.529258889,0.731305612,0.052682823,0.629341585,-0.189999123
31,0.874400289,0.737939524,0.810542554,0.78333015,0.46839015,0.140511264,0.929175836,0.352374115,0.151273308,0.057976968,0.670194684,0.859175988,0.635604953,0.417446907,0.251950288,0.825493503,0.154521758,0.314732548,0.840672226,0.921721204,0.377748106,0.911269696,0.697263077,0.848350378,0.192361087,0.520537111,0.691468112,0.995343023,0.05980607,0.64901522,0.644726
32,0.944148734,0.608248909,0.334496948,0.684574955,0.662046012,0.813893307,0.215730638,0.098134337,0.057956672,0.636402311,0.610413224,0.518005849,0.377950397,0.109162056,0.555622268,0.659854121,0.924338502,0.390790821,0.65353517,0.21022188,0.081975804,0.242199814,0.442163345,0.501111096,0.991322032,0.720699205,0.169840853,0.787213754,0.389022375,0.336390985,-0.287716324
33,0.397297619,0.342584065,0.508947944,0.866947104,0.680870432,0.188315827,0.211057129,0.104783357,0.561229706,0.563757466,0.865042785,0.794125225,0.370726069,0.826233741,0.35865298,0.243005401,0.327545574,0.498077388,0.318749854,0.379575134,0.426326462,0.63387399,0.688669158,0.022763966,0.362118103,0.523404891,0.669704578,0.912617002,0.29014638,0.808391355,-0.590050482
34,0.672290475,0.597749528,0.698053129,0.299376005,0.965959186,0.602629041,0.55497591,0.431172359,0.295930699,0.705431481,0.802865808,0.790711005,0.908795111,0.224312668,0.51643717,0.603861751,0.154141823,0.416785669,0.324979544,0.728025469,0.594643335,0.917740932,0.94939686,0.866373132,0.602871119,0.382279845,0.995788146,0.666790047,0.65841971,0.203681891,0.169210093
35,0.703228106,0.227190364,0.235029494,0.903392895,0.781371585,0.179898854,0.814741833,0.277224912,0.354237793,0.945938258,0.668543707,0.702823945,0.136549879,0.786897433,0.238707456,0.11514107,0.532528384,0.578371871,0.213508831,0.825633797,0.610951571,0.984476015,0.118666151,0.618262811,0.586600004,0.664762094,0.710552824,0.528887908,0.862673369,0.202676345,-0.508480002
36,0.140204709,0.96378497,0.343155177,0.256806524,0.566945872,0.837733051,0.777563522,0.781999657,0.026031139,0.71302405,0.400747047,0.922168223,0.666975197,0.314419162,0.349795097,0.46116676,0.153378647,0.87351632,0.970970764,0.076166742,9.65468E-06,0.307021156,0.507740919,0.792768459,0.673613163,0.08168996,0.545282093,0.089398728,0.018174628,0.252821515,1.435633962
37,0.401426254,0.730892157,0.84815391,0.060076009,0.694587103,0.880859771,0.178503715,0.121165026,0.550653591,0.383843745,0.77477724,0.439273804,0.316768827,0.836903854,0.889225785,0.423591188,0.144086792,0.614730073,0.454524012,0.316732597,0.68313356,0.0142578,0.075949388,0.736315837,0.440782826,0.801755468,0.153061197,0.667943427,0.406200525,0.309569386,-0.535713107
38,0.421538416,0.489671624,0.925031671,0.165622145,0.037051314,0.764208549,0.119125614,0.660342146,0.263946387,0.979811007,0.154342819,0.732816117,0.889603321,0.714146314,0.769822262,0.625242983,0.301464006,0.466314762,0.406201726,0.568780755,0.927798532,0.165566021,0.17982238,0.231512249,0.049926172,0.409879628,0.860922082,0.184552321,0.249407189,0.767249192,-1.127715121
39,0.205063072,0.343739082,0.405747084,0.287639505,0.978011805,0.119330074,0.602209603,0.624438912,0.671330358,0.724970096,0.723289039,0.120711542,0.807590409,0.055144903,0.191027687,0.742925349,0.633078034,0.552181528,0.064884958,0.258739996,0.896377044,0.594215159,0.055234189,0.21307493,0.090664522,0.9444062,0.657265398,0.171578111,0.187561962,0.357515441,-1.619219159
40,0.742607105,0.997665817,0.931613533,0.253133646,0.812622096,0.834454562,0.30459791,0.552371987,0.055770973,0.339938707,0.633831965,0.960505954,0.699047367,0.639505183,0.561445728,0.994576274,0.184837319,0.728798786,0.997830325,0.329593638,0.280834238,0.47881775,0.148768218,0.433052575,0.682022012,0.52902293,0.357045513,0.20218269,0.128177589,0.932785757,0.627712308
41,0.19078018,0.359238019,0.128863361,0.022562947,0.035336958,0.481423139,0.968533437,0.236276533,0.667217991,0.623803992,0.391558114,0.616602441,0.751892482,0.079692031,0.896758804,0.511196287,0.521701421,0.393716405,0.821482057,0.303180836,0.823526422,0.840002597,0.800501284,0.835952976,0.33477476,0.239196942,0.054285992,0.645880353,0.384998699,0.802824142,0.356507569
42,0.538651773,0.43807139,0.83389397,0.237228922,0.519404934,0.521631392,0.466709547,0.42566755,0.89287601,0.609118293,0.865802023,0.91870804,0.082952177,0.882044538,0.405979023,0.383869732,0.033582644,0.739841588,0.97676085,0.069571461,0.747726315,0.190858037,0.931028016,0.064878605,0.781473049,0.460859137,0.905755737,0.023847069,0.586818852,0.140052953,0.035534156
43,0.438929248,0.082491798,0.831600354,0.115974065,0.696238025,0.869253231,0.24064416,0.296550208,0.691102602,0.918326777,0.104998252,0.832140144,0.792719054,0.187530487,0.445161592,0.474932645,0.154771753,0.296349328,0.258203575,0.837490008,0.726975406,0.304305259,0.688842632,0.492941207,0.390355793,0.09002075,0.180925831,0.294040255,0.917974396,0.85646952,-0.226786538
44,0.002775249,0.335303405,0.333467116,0.840112483,0.35459778,0.241179177,0.8319152,0.666594532,0.80029548,0.6225164,0.650834132,0.822239805,0.565475896,0.273622077,0.125450774,0.493354385,0.463835034,0.732861153,0.297235799,0.215752609,0.96346202,0.725648947,0.359250425,0.073820408,0.505921738,0.301095367,0.86336906,0.060911789,0.383212969,0.806270682,-1.182182701
45,0.424711293,0.688059904,0.871615504,0.025267994,0.982301016,0.815126262,0.539048651,0.127737058,0.162236847,0.559895902,0.737778119,0.868351735,0.079453897,0.391906338,0.288577411,0.048831763,0.006148481,0.499647599,0.591948353,0.072795084,0.982744241,0.276568039,0.481929526,0.855277715,0.301025375,0.300810788,0.099116017,0.586858797,0.592526793,0.83064825,-0.395649527
46,0.07019021,0.953473824,0.16010926,0.611086984,0.655243424,0.745907266,0.538160817,0.855080854,0.376831916,0.906950933,0.334117933,0.414478781,0.357882287,0.01979019,0.452457827,0.816848196,0.254753203,0.416644885,0.284580511,0.679245844,0.801806291,0.164820807,0.029319702,0.983706763,0.059543973,0.37948191,0.428177778,0.595242138,0.873531323,0.102234613,0.079279913
47,0.638398995,0.817403351,0.906770149,0.756678775,0.405659455,0.117656998,0.649505291,0.981352896,0.745181882,0.596150781,0.671321012,0.086539443,0.256933883,0.505016838,0.318399445,0.000866704,0.51705426,0.727541491,0.048412805,0.989691238,0.415847595,0.288491037,0.450921368,0.267842312,0.909715391,0.436923613,0.059398214,0.255857315,0.804857465,0.387534936,-0.437090816
48,0.919306737,0.479475381,0.279168356,0.432702029,0.916603522,0.767859236,0.510958557,0.657895352,0.626925565,0.060795968,0.169378466,0.69758991,0.734684227,0.419133267,0.660587977,0.471570981,0.175061797,0.611972348,0.900928603,0.829899349,0.185557093,0.773802708,0.634431069,0.611258744,0.713861191,0.184345448,0.194153193,0.833948569,0.45416851,0.670105823,0.841714808
49,0.041168785,0.299350162,0.529794789,0.869021098,0.495614628,0.765995295,0.566228875,0.055513151,0.198297351,0.784392437,0.37817501,0.265916906,0.758105976,0.034930154,0.063357031,0.818914907,0.230787897,0.277435653,0.215686714,0.32366038,0.785276625,0.149572994,0.071976865,0.974860718,0.575496232,0.869724555,0.883685367,0.340029997,0.58125047,0.444837416,-0.401455148
50,0.645941603,0.355492951,0.436605126,0.882404831,0.092864288,0.925091005,0.136512401,0.884678704,0.04006572,0.867488152,0.332089375,0.055078826,0.157813723,0.374438957,0.922807607,0.29587835,0.155268552,0.009320112,0.491425992,0.76440813,0.432934304,0.440275316,0.592729667,0.946687672,0.665045542,0.896468778,0.020291506,0.162647966,0.61044721,0.692739466,-0.02307501
51,0.279413232,0.398241808,0.977223416,0.021295165,0.111086883,0.305748276,0.446026709,0.689879989,0.5800683,0.434173955,0.669284613,0.428833972,0.952427057,0.417746051,0.138978399,0.129475258,0.219817173,0.319970648,0.752250238,0.44388642,0.457835787,0.031970433,0.573279533,0.465782199,0.358365207,0.983976067,0.221625108,0.212437775,0.602537442,0.576267164,-0.54277097
52,0.098285646,0.543492549,0.146189064,0.115111348,0.134459374,0.859351611,0.820968627,0.157493813,0.075445434,0.208348596,0.093718678,0.415540033,0.979497639,0.320285942,0.692152343,0.71055533,0.484178194,0.928465716,0.7423952,0.744072447,0.643052024,0.188182439,0.622970637,0.611170194,0.402705461,0.417983351,0.763693337,0.505926101,0.452921234,0.94885117,-0.006599566
53,0.756040054,0.304439246,0.301876039,0.534869125,0.449400683,0.13588369,0.575668938,0.670405506,0.961383595,0.732209811,0.874863745,0.240882121,0.94881093,0.810302927,0.624337163,0.816630273,0.140081972,0.476001409,0.480090815,0.071519654,0.488616402,0.978017854,0.172186129,0.358444214,0.237550563,0.495309449,0.059149076,0.596715337,0.642405368,0.538340036,-0.430358055
54,0.167801082,0.242275316,0.09606054,0.562649125,0.222309661,0.665891972,0.432596576,0.76633743,0.333076553,0.220361182,0.949903697,0.936106663,0.280333862,0.951152284,0.532956081,0.634906028,0.493841031,0.655854915,0.810869211,0.517951561,0.731539587,0.068596225,0.421525616,0.189095875,0.263002792,0.578539927,0.195199441,0.708593637,0.69531128,0.503391766,-0.501948284
55,0.854267085,0.816597993,0.70054527,0.188855908,0.698109593,0.061153737,0.686959659,0.414734718,0.93285077,0.651012429,0.157906542,0.171106713,0.133602406,0.560235249,0.700710952,0.44927731,0.102107112,0.288911856,0.937481354,0.310236737,0.714976223,0.753867593,0.923304472,0.85056301,0.925470703,0.420466782,0.339344492,0.085640923,0.393354381,0.187087155,0.709915985
56,0.765799614,0.698524179,0.959872965,0.229262971,0.876025311,0.561295647,0.008523321,0.856797341,0.589171928,0.392950806,0.314208742,0.564814127,0.917219647,0.636016287,0.820679944,0.237558214,0.471595788,0.336776152,0.689452805,0.412186354,0.07468945,0.555969666,0.783279461,0.861023016,0.838923297,0.273119064,0.583707898,0.781577908,0.666735094,0.086034579,0.693777944
57,0.899247795,0.198727038,0.937124416,0.188793276,0.238410876,0.000741002,0.457433506,0.079923781,0.737566621,0.168596418,0.344814656,0.302332258,0.612654079,0.213881748,0.345308011,0.052904803,0.468432027,0.810884058,0.86623831,0.792194055,0.98775644,0.4598449,0.93134091,0.139430812,0.043594874,0.452997373,0.519472345,0.536895905,0.266829649,0.020725708,-0.834220268
58,0.387691455,0.030483585,0.515728064,0.503619631,0.225367387,0.839235305,0.422569815,0.619967115,0.98597334,0.245447419,0.134485533,0.641550212,0.921368578,0.763116841,0.558635801,0.725531923,0.70484482,0.564951535,0.962963965,0.432080371,0.443100852,0.441421827,0.807474088,0.37050565,0.915200029,0.204405257,0.001689905,0.208911061,0.858147776,0.318773852,0.705756026
59,0.66286649,0.76719643,0.378797667,0.442954673,0.50923229,0.723829217,0.345248421,0.029443747,0.038656916,0.525981172,0.713761378,0.096660911,0.650498376,0.857974316,0.737119739,0.87582077,0.599596096,0.962509613,0.346002839,0.824362458,0.587365801,0.571647922,0.884575337,0.999277719,0.894431156,0.160357323,0.584845087,0.208002074,0.258765898,0.939528203,0.649890658
60,0.64288237,0.172794105,0.356380424,0.194458078,0.631984846,0.075045371,0.664601616,0.883630979,0.019185346,0.140122171,0.807093121,0.906137096,0.603964359,0.866413672,0.488619894,0.992364105,0.842458853,0.86182806,0.063125052,0.574503418,0.602565028,0.546696044,0.245979556,0.838589204,0.254413238,0.275926499,0.409703934,0.754092934,0.225312558,0.111050384,0.208539144
61,0.729982195,0.742542603,0.699375363,0.76411343,0.884753752,0.381621004,0.759958332,0.347470862,0.117321516,0.691544883,0.769488066,0.433684382,0.039815024,0.391595392,0.358881887,0.139932377,0.020973994,0.815079899,0.627385376,0.42659219,0.404066449,0.343574268,0.262519805,0.517753872,0.112350864,0.416537889,0.375223007,0.255957728,0.512690234,0.678956141,-0.059509894
62,0.958477099,0.375910599,0.667191582,0.048927927,0.687185871,0.690334243,0.215908686,0.013629891,0.815792298,0.186953583,0.849986515,0.557144802,0.643760125,0.112949248,0.165391857,0.295069262,0.420362525,0.167561208,0.811481805,0.34754774,0.547698665,0.125910536,0.581710475,0.141393861,0.811866545,0.860373145,0.578952316,0.697598248,0.689209325,0.273585977,-0.571050354
63,0.254598233,0.378088654,0.502319808,0.121727225,0.356660174,0.964871734,0.044467971,0.191141275,0.85839834,0.111494718,0.549142646,0.269642005,0.4349277,0.945325419,0.958187112,0.635148704,0.402168204,0.363739633,0.830918135,0.361214377,0.335856573,0.496873635,0.118637906,0.725980796,0.542240789,0.606718307,0.064331113,0.50996914,0.517919895,0.87118752,0.359131916
64,0.975263007,0.610566022,0.27859654,0.949097216,0.100613361,0.002032604,0.903786626,0.747854189,0.958116068,0.569900452,0.267993631,0.954476427,0.412000638,0.853728868,0.961545301,0.705004069,0.573671774,0.684278765,0.082761516,0.343548411,0.483974696,0.580036965,0.116702655,0.12520391,0.45542098,0.619981169,0.566374849,0.443155242,0.141736397,0.39625105,-0.717620356
65,0.858248539,0.745356886,0.847196424,0.41618313,0.326508702,0.771440144,0.007268499,0.665061478,0.52643041,0.439932168,0.580233467,0.015113526,0.122091969,0.669213547,0.299701991,0.291042251,0.10250347,0.799987435,0.902317508,0.990289721,0.813863075,0.069916211,0.49154303,0.189195358,0.31211311,0.910770661,0.317872754,0.633481558,0.170918256,0.075026431,-0.751172788
66,0.154509631,0.918930747,0.199461763,0.488698402,0.654948258,0.164001256,0.853364923,0.707417983,0.969582339,0.818774721,0.927378828,0.856526875,0.316761375,0.631717753,0.33391261,0.457545019,0.047467099,0.784406842,0.444234569,0.020145979,0.485156464,0.541032053,0.708633067,0.485769708,0.441698558,0.791368409,0.423231267,0.101412331,0.171814351,0.653279889,-0.63064598
67,0.119426374,0.456645956,0.53690806,0.142279592,0.525860141,0.943227928,0.449413209,0.778018626,0.268325887,0.924654833,0.922387135,0.181714769,0.112716865,0.584842783,0.406841567,0.234825866,0.439625231,0.121581666,0.629667409,0.569094729,0.565752821,0.73173686,0.778807387,0.839249826,0.356601088,0.910840294,0.800726078,0.448513135,0.578279426,0.453140981,-0.230386847
68,0.872312102,0.473211294,0.394731807,0.715457344,0.427012651,0.878277225,0.86267667,0.810377019,0.302271096,0.523395661,0.328105687,0.304061597,0.233583092,0.302776191,0.957834676,0.581031439,0.643412264,0.586632002,0.784501798,0.013237881,0.706457836,0.089879157,0.54031993,0.386191343,0.363980356,0.623836775,0.545174898,0.817959387,0.87806858,0.66318548,-0.448503714
69,0.494598609,0.107768742,0.815665454,0.429795442,0.781253025,0.085608515,0.158294517,0.174360329,0.080238195,0.163212588,0.222213522,0.373332638,0.36878856,0.218921355,0.339480508,0.588210055,0.656296147,0.450963092,0.367591475,0.739880427,0.757401111,0.452665822,0.917761697,0.755172041,0.900685647,0.950902907,0.446896261,0.455218067,0.684919011,0.669239609,-0.796847765
70,0.971031011,0.026525167,0.445019051,0.637609706,0.80586001,0.808536732,0.494280641,0.913006152,0.100662736,0.768432324,0.709759922,0.233186147,0.39487611,0.185388043,0.22370286,0.256155146,0.433205795,0.362641501,0.038439497,0.616123915,0.619074314,0.526739584,0.665026272,0.398784725,0.026058631,0.098475224,0.690051966,0.309914923,0.761475868,0.467307297,-0.176705876
71,0.656406986,0.57958068,0.540579633,0.551973965,0.212926769,0.157471019,0.765164865,0.621566191,0.896824135,0.814470865,0.876512421,0.225218993,0.030546517,0.30353268,0.037215732,0.315936859,0.798641142,0.766213767,0.911411086,0.861416948,0.746672568,0.154743687,0.867091891,0.218823468,0.708449715,0.681686548,0.356977561,0.264873658,0.694033202,0.222359955,-0.360074744
72,0.612446167,0.011618773,0.151643563,0.812726462,0.077310199,0.459859435,0.621800298,0.019475503,0.11190603,0.46797875,0.048270375,0.963743807,0.484724614,0.892739948,0.90894542,0.579204166,0.392478432,0.656323475,0.350392012,0.162501567,0.494722209,0.02643741,0.083992552,0.410799084,0.683198422,0.868660723,0.466599373,0.735007384,0.33629374,0.463928494,-0.805914535
